,fname,lname,year,paperId
6075,Dylan,Cashman,2018,http://arxiv.org/abs/1808.08983v3
6076,Mingwei,Li,2018,http://arxiv.org/abs/1808.08983v3
6077,Jixian,Li,2018,http://arxiv.org/abs/1808.08983v3
6078,Matthew,Berger,2018,http://arxiv.org/abs/1808.08983v3
6079,Joshua,Levine,2018,http://arxiv.org/abs/1808.08983v3
6080,Remco,Chang,2018,http://arxiv.org/abs/1808.08983v3
6081,Carlos,Scheidegger,2018,http://arxiv.org/abs/1808.08983v3
6082,Kristopher,Fair,2018,http://arxiv.org/abs/1808.09267v2
6083,Cameron,Zachreson,2018,http://arxiv.org/abs/1808.09267v2
6084,Mikhail,Prokopenko,2018,http://arxiv.org/abs/1808.09267v2
6085,Yanying,Li,2018,http://arxiv.org/abs/1808.09545v1
6086,Haipei,Sun,2018,http://arxiv.org/abs/1808.09545v1
6087,Boxiang,Dong,2018,http://arxiv.org/abs/1808.09545v1
6088,,Hui,2018,http://arxiv.org/abs/1808.09545v1
6089,,Wang,2018,http://arxiv.org/abs/1808.09545v1
6090,Chenggang,Wu,2018,http://arxiv.org/abs/1809.00089v1
6091,Vikram,Sreekanti,2018,http://arxiv.org/abs/1809.00089v1
6092,Joseph,Hellerstein,2018,http://arxiv.org/abs/1809.00089v1
6093,Renato,Marroquín,2018,http://arxiv.org/abs/1809.00159v1
6094,Ingo,Müller,2018,http://arxiv.org/abs/1809.00159v1
6095,Darko,Makreshanski,2018,http://arxiv.org/abs/1809.00159v1
6096,Gustavo,Alonso,2018,http://arxiv.org/abs/1809.00159v1
6097,Ting,Xie,2018,http://arxiv.org/abs/1809.00405v2
6098,Oliver,Kennedy,2018,http://arxiv.org/abs/1809.00405v2
6099,Varun,Chandola,2018,http://arxiv.org/abs/1809.00405v2
6100,João,Afonso,2018,http://arxiv.org/abs/1809.00641v1
6101,Gabriel,Fernandes,2018,http://arxiv.org/abs/1809.00641v1
6102,João,Fernandes,2018,http://arxiv.org/abs/1809.00641v1
6103,Filipe,Oliveira,2018,http://arxiv.org/abs/1809.00641v1
6104,Bruno,Ribeiro,2018,http://arxiv.org/abs/1809.00641v1
6105,Rogério,Pontes,2018,http://arxiv.org/abs/1809.00641v1
6106,José,Oliveira,2018,http://arxiv.org/abs/1809.00641v1
6107,Alberto,Proença,2018,http://arxiv.org/abs/1809.00641v1
6108,Andreas,Kipf,2018,http://arxiv.org/abs/1809.00677v2
6109,Thomas,Kipf,2018,http://arxiv.org/abs/1809.00677v2
6110,Bernhard,Radke,2018,http://arxiv.org/abs/1809.00677v2
6111,Viktor,Leis,2018,http://arxiv.org/abs/1809.00677v2
6112,Peter,Boncz,2018,http://arxiv.org/abs/1809.00677v2
6113,Alfons,Kemper,2018,http://arxiv.org/abs/1809.00677v2
6114,Elisa,Menendez,2018,http://arxiv.org/abs/1809.01622v1
6115,Marco,Casanova,2018,http://arxiv.org/abs/1809.01622v1
6116,Mohand,Boughanem,2018,http://arxiv.org/abs/1809.01622v1
6117,Luiz,Leme,2018,http://arxiv.org/abs/1809.01622v1
6118,Marios,Meimaris,2018,http://arxiv.org/abs/1809.02345v1
6119,George,Papastefanatos,2018,http://arxiv.org/abs/1809.02345v1
6120,Aron,Szanto,2018,http://arxiv.org/abs/1809.03261v1
6121,Jasper,Catapang,2018,http://arxiv.org/abs/1809.03445v1
6122,Jaroslav,Pokorny,2018,http://arxiv.org/abs/1809.03822v1
6123,Chen,Zhang,2018,http://arxiv.org/abs/1809.04017v1
6124,Lei,Chen,2018,http://arxiv.org/abs/1809.04017v1
6125,H.,Jagadish,2018,http://arxiv.org/abs/1809.04017v1
6126,Mengchen,Zhang,2018,http://arxiv.org/abs/1809.04017v1
6127,Yongxin,Tong,2018,http://arxiv.org/abs/1809.04017v1
6128,Darja,Solodovnikova,2018,http://arxiv.org/abs/1809.04284v1
6129,Laila,Niedrite,2018,http://arxiv.org/abs/1809.04284v1
6130,Hiba,Khalid,2018,http://arxiv.org/abs/1809.04709v1
6131,Esteban,Zimanyi,2018,http://arxiv.org/abs/1809.04709v1
6132,Robert,Wrembel,2018,http://arxiv.org/abs/1809.04709v1
6133,Camila,Costa,2018,http://arxiv.org/abs/1809.05234v1
6134,Mario,Nascimento,2018,http://arxiv.org/abs/1809.05234v1
6135,Dennis,Diefenbach,2018,http://arxiv.org/abs/1809.06859v1
6136,Josée,Giménez-García,2018,http://arxiv.org/abs/1809.06859v1
6137,Xin,Huang,2018,http://arxiv.org/abs/1809.07473v1
6138,Jiaxin,Jiang,2018,http://arxiv.org/abs/1809.07473v1
6139,Byron,Choi,2018,http://arxiv.org/abs/1809.07473v1
6140,Jianliang,Xu,2018,http://arxiv.org/abs/1809.07473v1
6141,Zhiwei,Zhang,2018,http://arxiv.org/abs/1809.07473v1
6142,Yunya,Song,2018,http://arxiv.org/abs/1809.07473v1
6143,Ryan,Marcus,2018,http://arxiv.org/abs/1809.10212v2
6144,Olga,Papaemmanouil,2018,http://arxiv.org/abs/1809.10212v2
6145,Yasuhito,Asano,2018,http://arxiv.org/abs/1809.10357v1
6146,Soichiro,Hidaka,2018,http://arxiv.org/abs/1809.10357v1
6147,Zhenjiang,Hu,2018,http://arxiv.org/abs/1809.10357v1
6148,Yasunori,Ishihara,2018,http://arxiv.org/abs/1809.10357v1
6149,Hiroyuki,Kato,2018,http://arxiv.org/abs/1809.10357v1
6150,Hsiang-Shang,Ko,2018,http://arxiv.org/abs/1809.10357v1
6151,Keisuke,Nakano,2018,http://arxiv.org/abs/1809.10357v1
6152,Makoto,Onizuka,2018,http://arxiv.org/abs/1809.10357v1
6153,Yuya,Sasaki,2018,http://arxiv.org/abs/1809.10357v1
6154,Toshiyuki,Shimizu,2018,http://arxiv.org/abs/1809.10357v1
6155,Van-Dang,Tran,2018,http://arxiv.org/abs/1809.10357v1
6156,Kanae,Tsushima,2018,http://arxiv.org/abs/1809.10357v1
6157,Masatoshi,Yoshikawa,2018,http://arxiv.org/abs/1809.10357v1
6158,Yang,Deng,2018,http://arxiv.org/abs/1809.10404v2
6159,Yaliang,Li,2018,http://arxiv.org/abs/1809.10404v2
6160,Ying,Shen,2018,http://arxiv.org/abs/1809.10404v2
6161,Nan,Du,2018,http://arxiv.org/abs/1809.10404v2
6162,Wei,Fan,2018,http://arxiv.org/abs/1809.10404v2
6163,Min,Yang,2018,http://arxiv.org/abs/1809.10404v2
6164,Kai,Lei,2018,http://arxiv.org/abs/1809.10404v2
6165,Kai,Lin,2018,http://arxiv.org/abs/1809.10856v2
6166,Subhasis,Dasgupta,2018,http://arxiv.org/abs/1809.10856v2
6167,Amarnath,Gupta,2018,http://arxiv.org/abs/1809.10856v2
6168,,Wahyudi,2018,http://arxiv.org/abs/1810.00326v1
6169,Masayu,Khodra,2018,http://arxiv.org/abs/1810.00326v1
6170,Ary,Prihatmanto,2018,http://arxiv.org/abs/1810.00326v1
6171,Carmadi,Machbub,2018,http://arxiv.org/abs/1810.00326v1
6172,Feilong,Liu,2018,http://arxiv.org/abs/1810.00511v2
6173,Ario,Salmasi,2018,http://arxiv.org/abs/1810.00511v2
6174,Spyros,Blanas,2018,http://arxiv.org/abs/1810.00511v2
6175,Anastasios,Sidiropoulos,2018,http://arxiv.org/abs/1810.00511v2
6176,Jialin,Qiao,2018,http://arxiv.org/abs/1810.01037v1
6177,Xiangdong,Huang,2018,http://arxiv.org/abs/1810.01037v1
6178,Lei,Rui,2018,http://arxiv.org/abs/1810.01037v1
6179,Jianmin,Wang,2018,http://arxiv.org/abs/1810.01037v1
6180,Tiantu,Xu,2018,http://arxiv.org/abs/1810.01794v3
6181,Luis,Botelho,2018,http://arxiv.org/abs/1810.01794v3
6182,Felix,Lin,2018,http://arxiv.org/abs/1810.01794v3
6183,Johes,Bater,2018,http://arxiv.org/abs/1810.01816v1
6184,Xi,He,2018,http://arxiv.org/abs/1810.01816v1
6185,William,Ehrich,2018,http://arxiv.org/abs/1810.01816v1
6186,Ashwin,Machanavajjhala,2018,http://arxiv.org/abs/1810.01816v1
6187,Jennie,Rogers,2018,http://arxiv.org/abs/1810.01816v1
6188,Guna,Prasaad,2018,http://arxiv.org/abs/1810.01997v1
6189,Alvin,Cheung,2018,http://arxiv.org/abs/1810.01997v1
6190,Dan,Suciu,2018,http://arxiv.org/abs/1810.01997v1
6191,Chris,Liu,2018,http://arxiv.org/abs/1810.02935v2
6192,Pengfei,Zhang,2018,http://arxiv.org/abs/1810.02935v2
6193,Bo,Tang,2018,http://arxiv.org/abs/1810.02935v2
6194,Hang,Shen,2018,http://arxiv.org/abs/1810.02935v2
6195,Lei,Zhu,2018,http://arxiv.org/abs/1810.02935v2
6196,Ziliang,Lai,2018,http://arxiv.org/abs/1810.02935v2
6197,Eric,Lo,2018,http://arxiv.org/abs/1810.02935v2
6198,Johannes,Doleschal,2018,http://arxiv.org/abs/1810.03367v1
6199,Benny,Kimelfeld,2018,http://arxiv.org/abs/1810.03367v1
6200,Wim,Martens,2018,http://arxiv.org/abs/1810.03367v1
6201,Yoav,Nahshon,2018,http://arxiv.org/abs/1810.03367v1
6202,Frank,Neven,2018,http://arxiv.org/abs/1810.03367v1
6203,Hui,Miao,2018,http://arxiv.org/abs/1810.04599v2
6204,Amol,Deshpande,2018,http://arxiv.org/abs/1810.04599v2
6205,Liang,Li,2018,http://arxiv.org/abs/1810.04915v1
6206,Guoren,Wang,2018,http://arxiv.org/abs/1810.04915v1
6207,Gang,Wu,2018,http://arxiv.org/abs/1810.04915v1
6208,Ye,Yuan,2018,http://arxiv.org/abs/1810.04915v1
6209,Lei,Chen,2018,http://arxiv.org/abs/1810.04915v1
6210,Xiang,Lian,2018,http://arxiv.org/abs/1810.04915v1
6211,Xun,Jian,2018,http://arxiv.org/abs/1810.05972v3
6212,Yue,Wang,2018,http://arxiv.org/abs/1810.05972v3
6213,Xiayu,Lei,2018,http://arxiv.org/abs/1810.05972v3
6214,Yanyan,Shen,2018,http://arxiv.org/abs/1810.05972v3
6215,Lei,Chen,2018,http://arxiv.org/abs/1810.05972v3
6216,Abolfazl,Asudeh,2018,http://arxiv.org/abs/1810.06742v2
6217,Zhongjun,Jin,2018,http://arxiv.org/abs/1810.06742v2
6218,H.,Jagadish,2018,http://arxiv.org/abs/1810.06742v2
6219,Souad,Bouasker,2018,http://arxiv.org/abs/1810.07116v1
6220,Diego,Calvanese,2018,http://arxiv.org/abs/1810.08062v3
6221,Marco,Montali,2018,http://arxiv.org/abs/1810.08062v3
6222,Fabio,Patrizi,2018,http://arxiv.org/abs/1810.08062v3
6223,Andrey,Rivkin,2018,http://arxiv.org/abs/1810.08062v3
6224,Mingxi,Wu,2018,http://arxiv.org/abs/1810.08755v4
6225,Yang,Cao,2018,http://arxiv.org/abs/1810.09152v2
6226,Yonghui,Xiao,2018,http://arxiv.org/abs/1810.09152v2
6227,Li,Xiong,2018,http://arxiv.org/abs/1810.09152v2
6228,Liquan,Bai,2018,http://arxiv.org/abs/1810.09152v2
6229,Stephan,Mennicke,2018,http://arxiv.org/abs/1810.09355v1
6230,Jan-Christoph,Kalo,2018,http://arxiv.org/abs/1810.09355v1
6231,Denis,Nagel,2018,http://arxiv.org/abs/1810.09355v1
6232,Hermann,Kroll,2018,http://arxiv.org/abs/1810.09355v1
6233,Wolf-Tilo,Balke,2018,http://arxiv.org/abs/1810.09355v1
6234,Yao,Wu,2018,http://arxiv.org/abs/1810.09378v1
6235,Henan,Guan,2018,http://arxiv.org/abs/1810.09378v1
6236,Milen,Marev,2018,http://arxiv.org/abs/1810.09399v1
6237,Ernesto,Compatangelo,2018,http://arxiv.org/abs/1810.09399v1
6238,Wamberto,Vasconcelos,2018,http://arxiv.org/abs/1810.09399v1
6239,Issam,Ghabry,2018,http://arxiv.org/abs/1810.09524v1
6240,Thanos,Yannakis,2018,http://arxiv.org/abs/1810.09780v1
6241,Pavlos,Fafalios,2018,http://arxiv.org/abs/1810.09780v1
6242,Yannis,Tzitzikas,2018,http://arxiv.org/abs/1810.09780v1
6243,Massimiliano,Morrelli,2018,http://arxiv.org/abs/1810.12059v1
6244,Lorenzo,Stefani,2018,http://arxiv.org/abs/1811.00602v1
6245,Leonhard,Spiegelberg,2018,http://arxiv.org/abs/1811.00602v1
6246,Tim,Kraska,2018,http://arxiv.org/abs/1811.00602v1
6247,Eli,Upfal,2018,http://arxiv.org/abs/1811.00602v1
6248,Samaneh,Jozashoori,2018,http://arxiv.org/abs/1811.01660v1
6249,Tatiana,Novikova,2018,http://arxiv.org/abs/1811.01660v1
6250,Maria-Esther,Vidal,2018,http://arxiv.org/abs/1811.01660v1
6251,Yi,Lu,2018,http://arxiv.org/abs/1811.02059v3
6252,Xiangyao,Yu,2018,http://arxiv.org/abs/1811.02059v3
6253,Samuel,Madden,2018,http://arxiv.org/abs/1811.02059v3
6254,Josue,Godinez,2018,http://arxiv.org/abs/1811.04160v1
6255,Hasan,Jamil,2018,http://arxiv.org/abs/1811.04160v1
6256,Yihe,Huang,2018,http://arxiv.org/abs/1811.04967v1
6257,Hao,Bai,2018,http://arxiv.org/abs/1811.04967v1
6258,Eddie,Kohler,2018,http://arxiv.org/abs/1811.04967v1
6259,Barbara,Liskov,2018,http://arxiv.org/abs/1811.04967v1
6260,Liuba,Shrira,2018,http://arxiv.org/abs/1811.04967v1
6261,Fei,Pan,2018,http://arxiv.org/abs/1811.05065v1
6262,Hans-Arno,Jacobsen,2018,http://arxiv.org/abs/1811.05065v1
6263,Ksenia,Zhagorina,2018,http://arxiv.org/abs/1811.05361v1
6264,Pavel,Braslavski,2018,http://arxiv.org/abs/1811.05361v1
6265,Vladimir,Gusev,2018,http://arxiv.org/abs/1811.05361v1
6266,Wensheng,Gan,2018,http://arxiv.org/abs/1811.07389v1
6267,Jerry,Lin,2018,http://arxiv.org/abs/1811.07389v1
6268,Han-Chieh,Chao,2018,http://arxiv.org/abs/1811.07389v1
6269,Shyue-Liang,Wang,2018,http://arxiv.org/abs/1811.07389v1
6270,Philip,Yu,2018,http://arxiv.org/abs/1811.07389v1
6271,Tarique,Siddiqui,2018,http://arxiv.org/abs/1811.07977v3
6272,Zesheng,Wang,2018,http://arxiv.org/abs/1811.07977v3
6273,Paul,Luh,2018,http://arxiv.org/abs/1811.07977v3
6274,Karrie,Karahalios,2018,http://arxiv.org/abs/1811.07977v3
6275,Aditya,Parameswaran,2018,http://arxiv.org/abs/1811.07977v3
6276,Alessandro,Berti,2018,http://arxiv.org/abs/1811.08143v1
6277,Wil,Aalst,2018,http://arxiv.org/abs/1811.08143v1
6278,Wolfgang,Fischl,2018,http://arxiv.org/abs/1811.08181v1
6279,Georg,Gottlob,2018,http://arxiv.org/abs/1811.08181v1
6280,Davide,Longo,2018,http://arxiv.org/abs/1811.08181v1
6281,Reinhard,Pichler,2018,http://arxiv.org/abs/1811.08181v1
6282,Yongkun,Li,2018,http://arxiv.org/abs/1811.10000v2
6283,Helen,Chan,2018,http://arxiv.org/abs/1811.10000v2
6284,Patrick,Lee,2018,http://arxiv.org/abs/1811.10000v2
6285,Yinlong,Xu,2018,http://arxiv.org/abs/1811.10000v2
6286,Chen,Yang,2018,http://arxiv.org/abs/1811.10855v1
6287,Xiaofeng,Meng,2018,http://arxiv.org/abs/1811.10855v1
6288,Zhihui,Du,2018,http://arxiv.org/abs/1811.10855v1
6289,Zhiqiang,Duan,2018,http://arxiv.org/abs/1811.10855v1
6290,Yongjie,Du,2018,http://arxiv.org/abs/1811.10855v1
6291,Chen,Yang,2018,http://arxiv.org/abs/1811.10861v1
6292,Xiaofeng,Meng,2018,http://arxiv.org/abs/1811.10861v1
6293,Zhihui,Du,2018,http://arxiv.org/abs/1811.10861v1
6294,JiaMing,Qiu,2018,http://arxiv.org/abs/1811.10861v1
6295,Kenan,Liang,2018,http://arxiv.org/abs/1811.10861v1
6296,Yongjie,Du,2018,http://arxiv.org/abs/1811.10861v1
6297,Zhiqiang,Duan,2018,http://arxiv.org/abs/1811.10861v1
6298,Xiaobin,Ma,2018,http://arxiv.org/abs/1811.10861v1
6299,Zhijian,Fang,2018,http://arxiv.org/abs/1811.10861v1
6300,Chen,Yang,2018,http://arxiv.org/abs/1811.10865v1
6301,Xiaofeng,Meng,2018,http://arxiv.org/abs/1811.10865v1
6302,Zhihui,Du,2018,http://arxiv.org/abs/1811.10865v1
6303,Oren,Kalinsky,2018,http://arxiv.org/abs/1811.10955v2
6304,Oren,Mishali,2018,http://arxiv.org/abs/1811.10955v2
6305,Aidan,Hogan,2018,http://arxiv.org/abs/1811.10955v2
6306,Yoav,Etsion,2018,http://arxiv.org/abs/1811.10955v2
6307,Benny,Kimelfeld,2018,http://arxiv.org/abs/1811.10955v2
6308,Gerrit,Burg,2018,http://arxiv.org/abs/1811.11242v1
6309,Alfredo,Nazabal,2018,http://arxiv.org/abs/1811.11242v1
6310,Charles,Sutton,2018,http://arxiv.org/abs/1811.11242v1
6311,Stefania,Dumbrava,2018,http://arxiv.org/abs/1811.11561v1
6312,Angela,Bonifati,2018,http://arxiv.org/abs/1811.11561v1
6313,Amaia,Diaz,2018,http://arxiv.org/abs/1811.11561v1
6314,Romain,Vuillemot,2018,http://arxiv.org/abs/1811.11561v1
6315,Erfan,Zamanian,2018,http://arxiv.org/abs/1811.12204v2
6316,Julian,Shun,2018,http://arxiv.org/abs/1811.12204v2
6317,Carsten,Binnig,2018,http://arxiv.org/abs/1811.12204v2
6318,Tim,Kraska,2018,http://arxiv.org/abs/1811.12204v2
6319,Jinfei,Liu,2018,http://arxiv.org/abs/1812.01663v1
6320,Juncheng,Yang,2018,http://arxiv.org/abs/1812.01663v1
6321,Li,Xiong,2018,http://arxiv.org/abs/1812.01663v1
6322,Jian,Pei,2018,http://arxiv.org/abs/1812.01663v1
6323,Jun,Luo,2018,http://arxiv.org/abs/1812.01663v1
6324,Yuzhang,Guo,2018,http://arxiv.org/abs/1812.01663v1
6325,Shuaicheng,Ma,2018,http://arxiv.org/abs/1812.01663v1
6326,Chenglin,Fan,2018,http://arxiv.org/abs/1812.01663v1
6327,Shota,Matsumoto,2018,http://arxiv.org/abs/1812.01801v1
6328,Ryota,Yamanaka,2018,http://arxiv.org/abs/1812.01801v1
6329,Hirokazu,Chiba,2018,http://arxiv.org/abs/1812.01801v1
6330,Nofar,Carmeli,2018,http://arxiv.org/abs/1812.03831v4
6331,Markus,Kröll,2018,http://arxiv.org/abs/1812.03831v4
6332,Zhiwei,Fan,2018,http://arxiv.org/abs/1812.03975v1
6333,Jianqiao,Zhu,2018,http://arxiv.org/abs/1812.03975v1
6334,Zuyu,Zhang,2018,http://arxiv.org/abs/1812.03975v1
6335,Aws,Albarghouthi,2018,http://arxiv.org/abs/1812.03975v1
6336,Paraschos,Koutris,2018,http://arxiv.org/abs/1812.03975v1
6337,Jignesh,Patel,2018,http://arxiv.org/abs/1812.03975v1
6338,Georg,Gottlob,2018,http://arxiv.org/abs/1812.04329v2
6339,Matthias,Lanzinger,2018,http://arxiv.org/abs/1812.04329v2
6340,Reinhard,Pichler,2018,http://arxiv.org/abs/1812.04329v2
6341,Jesse,Dam,2018,http://arxiv.org/abs/1812.04386v1
6342,Jasper,Koehorst,2018,http://arxiv.org/abs/1812.04386v1
6343,Peter,Schaap,2018,http://arxiv.org/abs/1812.04386v1
6344,Maria,Suarez-Diez,2018,http://arxiv.org/abs/1812.04386v1
6345,Fatemeh,Nargesian,2018,http://arxiv.org/abs/1812.07024v3
6346,Ken,Pu,2018,http://arxiv.org/abs/1812.07024v3
6347,Bahar,Bashardoost,2018,http://arxiv.org/abs/1812.07024v3
6348,Erkang,Zhu,2018,http://arxiv.org/abs/1812.07024v3
6349,Renée,Miller,2018,http://arxiv.org/abs/1812.07024v3
6350,Siddharth,Dawar,2018,http://arxiv.org/abs/1812.07208v2
6351,Debajyoti,Bera,2018,http://arxiv.org/abs/1812.07208v2
6352,Vikram,Goyal,2018,http://arxiv.org/abs/1812.07208v2
6353,Chen,Luo,2018,http://arxiv.org/abs/1812.07527v3
6354,Michael,Carey,2018,http://arxiv.org/abs/1812.07527v3
6355,Sanjay,Krishnan,2018,http://arxiv.org/abs/1812.07607v1
6356,Adam,Dziedzic,2018,http://arxiv.org/abs/1812.07607v1
6357,Aaron,Elmore,2018,http://arxiv.org/abs/1812.07607v1
6358,Zhongjun,Jin,2018,http://arxiv.org/abs/1812.07658v1
6359,Christopher,Baik,2018,http://arxiv.org/abs/1812.07658v1
6360,Michael,Cafarella,2018,http://arxiv.org/abs/1812.07658v1
6361,H.,Jagadish,2018,http://arxiv.org/abs/1812.07658v1
6362,Yuze,Lou,2018,http://arxiv.org/abs/1812.07658v1
6363,Yuliang,Li,2018,http://arxiv.org/abs/1812.07695v2
6364,Jianguo,Wang,2018,http://arxiv.org/abs/1812.07695v2
6365,Benjamin,Pullman,2018,http://arxiv.org/abs/1812.07695v2
6366,Nuno,Bandeira,2018,http://arxiv.org/abs/1812.07695v2
6367,Yannis,Papakonstantinou,2018,http://arxiv.org/abs/1812.07695v2
6368,Panos,Vassiliadis,2018,http://arxiv.org/abs/1812.07854v2
6369,Patrick,Marcel,2018,http://arxiv.org/abs/1812.07854v2
6370,Stefano,Rizzi,2018,http://arxiv.org/abs/1812.07854v2
6371,Chao,Zhang,2018,http://arxiv.org/abs/1812.09551v1
6372,Fangbo,Tao,2018,http://arxiv.org/abs/1812.09551v1
6373,Xiusi,Chen,2018,http://arxiv.org/abs/1812.09551v1
6374,Jiaming,Shen,2018,http://arxiv.org/abs/1812.09551v1
6375,Meng,Jiang,2018,http://arxiv.org/abs/1812.09551v1
6376,Brian,Sadler,2018,http://arxiv.org/abs/1812.09551v1
6377,Michelle,Vanni,2018,http://arxiv.org/abs/1812.09551v1
6378,Jiawei,Han,2018,http://arxiv.org/abs/1812.09551v1
6379,Batya,Kenig,2018,http://arxiv.org/abs/1812.09987v5
6380,Dan,Suciu,2018,http://arxiv.org/abs/1812.09987v5
6381,Hiroki,Kanezashi,2018,http://arxiv.org/abs/1812.10321v1
6382,Toyotaro,Suzumura,2018,http://arxiv.org/abs/1812.10321v1
6383,Dario,Garcia-Gasulla,2018,http://arxiv.org/abs/1812.10321v1
6384,Min-hwan,Oh,2018,http://arxiv.org/abs/1812.10321v1
6385,Satoshi,Matsuoka,2018,http://arxiv.org/abs/1812.10321v1
6386,Yongjoo,Park,2018,http://arxiv.org/abs/1812.10568v2
6387,Shucheng,Zhong,2018,http://arxiv.org/abs/1812.10568v2
6388,Barzan,Mozafari,2018,http://arxiv.org/abs/1812.10568v2
6389,Anna,Kokolaki,2018,http://arxiv.org/abs/1812.10734v1
6390,Yannis,Tzitzikas,2018,http://arxiv.org/abs/1812.10734v1
6391,Wensheng,Gan,2018,http://arxiv.org/abs/1812.10926v1
6392,Jerry,Lin,2018,http://arxiv.org/abs/1812.10926v1
6393,Philippe,Fournier-Viger,2018,http://arxiv.org/abs/1812.10926v1
6394,Han-Chieh,Chao,2018,http://arxiv.org/abs/1812.10926v1
6395,Philip,Yu,2018,http://arxiv.org/abs/1812.10926v1
6396,Tejas,Kulkarni,2018,http://arxiv.org/abs/1812.10942v2
6397,Graham,Cormode,2018,http://arxiv.org/abs/1812.10942v2
6398,Divesh,Srivastava,2018,http://arxiv.org/abs/1812.10942v2
6399,Xin,Hu,2018,http://arxiv.org/abs/1812.11542v3
6400,Guoyin,Wang,2018,http://arxiv.org/abs/1812.11542v3
6401,Jiangli,Duan,2018,http://arxiv.org/abs/1812.11542v3
6402,Shuai,Ma,2019,http://arxiv.org/abs/1901.00232v1
6403,Jinpeng,Huai,2019,http://arxiv.org/abs/1901.00232v1
6404,Adriane,Chapman,2019,http://arxiv.org/abs/1901.00735v1
6405,Elena,Simperl,2019,http://arxiv.org/abs/1901.00735v1
6406,Laura,Koesten,2019,http://arxiv.org/abs/1901.00735v1
6407,George,Konstantinidis,2019,http://arxiv.org/abs/1901.00735v1
6408,Luis-Daniel,Ibáñez-Gonzalez,2019,http://arxiv.org/abs/1901.00735v1
6409,Emilia,Kacprzak,2019,http://arxiv.org/abs/1901.00735v1
6410,Paul,Groth,2019,http://arxiv.org/abs/1901.00735v1
6411,Hongyu,Miao,2019,http://arxiv.org/abs/1901.01328v2
6412,Myeongjae,Jeon,2019,http://arxiv.org/abs/1901.01328v2
6413,Gennady,Pekhimenko,2019,http://arxiv.org/abs/1901.01328v2
6414,Kathryn,McKinley,2019,http://arxiv.org/abs/1901.01328v2
6415,Felix,Lin,2019,http://arxiv.org/abs/1901.01328v2
6416,Jun,Shin,2019,http://arxiv.org/abs/1901.01488v1
6417,Florin,Rusu,2019,http://arxiv.org/abs/1901.01488v1
6418,Alex,Suhan,2019,http://arxiv.org/abs/1901.01488v1
6419,Joseph,Hellerstein,2019,http://arxiv.org/abs/1901.01973v1
6420,Guilherme,Damasio,2019,http://arxiv.org/abs/1901.02049v3
6421,Vincent,Corvinelli,2019,http://arxiv.org/abs/1901.02049v3
6422,Parke,Godfrey,2019,http://arxiv.org/abs/1901.02049v3
6423,Piotr,Mierzejewski,2019,http://arxiv.org/abs/1901.02049v3
6424,Alexandar,Mihaylov,2019,http://arxiv.org/abs/1901.02049v3
6425,Jaroslaw,Szlichta,2019,http://arxiv.org/abs/1901.02049v3
6426,Calisto,Zuzarte,2019,http://arxiv.org/abs/1901.02049v3
6427,Sourav,Mukherjee,2019,http://arxiv.org/abs/1901.03179v2
6428,Florent,Capelli,2019,http://arxiv.org/abs/1901.03633v2
6429,Nicolas,Crosetti,2019,http://arxiv.org/abs/1901.03633v2
6430,Joachim,Niehren,2019,http://arxiv.org/abs/1901.03633v2
6431,Jan,Ramon,2019,http://arxiv.org/abs/1901.03633v2
6432,Liat,Peterfreund,2019,http://arxiv.org/abs/1901.04182v2
6433,Dominik,Freydenberger,2019,http://arxiv.org/abs/1901.04182v2
6434,Benny,Kimelfeld,2019,http://arxiv.org/abs/1901.04182v2
6435,Markus,Kröll,2019,http://arxiv.org/abs/1901.04182v2
6436,Pavlos,Fafalios,2018,http://arxiv.org/abs/1901.04954v1
6437,Yannis,Tzitzikas,2018,http://arxiv.org/abs/1901.04954v1
6438,Immanuel,Trummer,2019,http://arxiv.org/abs/1901.05152v1
6439,Junxiong,Wang,2019,http://arxiv.org/abs/1901.05152v1
6440,Deepak,Maram,2019,http://arxiv.org/abs/1901.05152v1
6441,Samuel,Moseley,2019,http://arxiv.org/abs/1901.05152v1
6442,Saehan,Jo,2019,http://arxiv.org/abs/1901.05152v1
6443,Joseph,Antonakakis,2019,http://arxiv.org/abs/1901.05152v1
6444,Yankai,Chen,2019,http://arxiv.org/abs/1901.05451v1
6445,Yixiang,Fang,2019,http://arxiv.org/abs/1901.05451v1
6446,Reynold,Cheng,2019,http://arxiv.org/abs/1901.05451v1
6447,Yun,Li,2019,http://arxiv.org/abs/1901.05451v1
6448,Xiaojun,Chen,2019,http://arxiv.org/abs/1901.05451v1
6449,Jie,Zhang,2019,http://arxiv.org/abs/1901.05451v1
6450,Otmane,Azeroual,2019,http://arxiv.org/abs/1901.06208v1
6451,Gunter,Saake,2019,http://arxiv.org/abs/1901.06208v1
6452,Mohammad,Abuosba,2019,http://arxiv.org/abs/1901.06208v1
6453,Michele,Gentile,2019,http://arxiv.org/abs/1901.06238v1
6454,Massimiliano,Morrelli,2019,http://arxiv.org/abs/1901.06238v1
6455,H.,Zhou,2019,http://arxiv.org/abs/1901.06491v1
6456,J.,Guo,2019,http://arxiv.org/abs/1901.06491v1
6457,H.,Hu,2019,http://arxiv.org/abs/1901.06491v1
6458,W.,Qian,2019,http://arxiv.org/abs/1901.06491v1
6459,X.,Zhou,2019,http://arxiv.org/abs/1901.06491v1
6460,A.,Zhou,2019,http://arxiv.org/abs/1901.06491v1
